anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
9446,Sore Ike! Anpanman: Niji no Pyramid,6.51,"Comedy, Kids",Unknown,それいけ！アンパンマン 虹のピラミッド,9th Anpanman short movie.,Movie,1,"Jul 26, 1997",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,56 min.,PG - Children,12163.0,13699,279,0,12,117,5,59
9447,Byulbyul Iyagi 2,6.51,"Psychological, Drama",Unknown,별별이야기 2:여섯 빛깔 무지개,"This film consists of 6 animated shorts produced by the Human Rights Commission of Korea. Like the previous movie, the stories deal with seeing the world through the eyes of people who are different from social norms. The film was nominated for Best Animated Feature in 2008 from the Asia Pacific Screen Awards. 1. ""The Third Wish” (AN Dong-hui, RYU Jeong-wu). A fairy godmother appears before a visually impaired young woman to grant her three wishes. But this is no fairytale. The irritable middle-aged fairy wants to finish her job as soon as possible. Yet she proves to be helpful as she leads the woman through a busy marketplace, which is delightfully reminiscent of ""Amelie"". But it's no walk in the park, as busy urbanites show no consideration for our protagonist. Yet she prevails through obstacles. With a walking stick, she taps together the heels of her shiny new shoes and follows the ""yellow brick road"" (guiding tiles for the visually impaired) around the city. 2. ""Ajukari” (HONG Deok-pyo) is a street-style cartoon. It comically depicts how a certain macho ""complex"" can cripple men. Male circumcision becomes the ultimate standard for being ""manly"" and those who have failed to do the deed are forever fearful of going to public baths. 3. ""Baby"" (LEE Hong-su, LEE Hong-min) portrays the difficulties a career woman faces in having a child. ""I'm not saying you can't have maternity leave, but can you afford to raise a child while working?"" asks her boss. This smart story portrays everything from mother and daughter-in-law relationships to a parody of ""Tazza: The High Rollers"" and hilarious episodes where an ""ambulance bus"" picks up several patients en route. 4. ""Shine Shine Shining"" (KWON Mi-jeong) is drawn like a warm, watercolor storybook for children. Grade schooler Eun-jin is smart and popular, but she has a secret. She hides her curly hair, which she gets from her Filipino mother, in braids. 5. ""Merry Golasmas"" is an adorable claymation, or stop motion animation of models constructed from clay, plasticine, etc. It explores physical discrimination or stereotypes. In an open audition to find a Santa Claus, the real Santas ― one who's black, another who's Asian, a female Santa and one in a wheelchair ― lose to a fake Santa, a pot-bellied, Caucasian. 6. “Lies"" explores homosexuality. Drawn in pastel-like sketches with art deco-esque details, it is a stunning digital cut-out animation, A homosexual man is forced by his parents to marry a woman, while others are pressured to fake having a girlfriend or receive ""therapy"" to become straight. (Source: The Korean Times)",Movie,6,"Apr 17, 2008",Unknown,Unknown,Unknown,Unknown,Unknown,16 min. per ep.,PG-13 - Teens 13 or older,13537.0,14168,248,0,9,87,5,45
9451,Sore Ike! Anpanman: Ningyohime no Namida,6.51,"Comedy, Kids",Unknown,それいけ！アンパンマン 人魚姫のなみだ,12th Anpanman short movie.,Movie,1,"Jul 29, 2000",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,55 min.,PG - Children,12178.0,13826,270,0,8,111,6,58
9455,Ninpen Manmaru,6.51,"Comedy, Samurai, Shounen",Unknown,忍ペンまん丸,"anmaru goes to ninja school at Nenga, where foxes and raccoons study the art of assassination under a bear ninja master. He is soon thrown in to local rivalry between the Nenga school, the Koga (monkeys), and the Iga (dogs), as well as facing temptations from the Dobe, a group of dropouts from the Nenga. (Source: The Anime Encyclopedia)",TV,30,"Jul 5, 1997 to Mar 28, 1998",Summer 1997,Unknown,Unknown,Shin-Ei Animation,Manga,24 min. per ep.,G - All Ages,11183.0,13343,314,2,21,86,13,62
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,6.51,"Comedy, Shounen",Unknown,がんばれゴエモン 地球救出大作戦,No synopsis has been added for this series yet. Click here to update this information.,OVA,1,"Nov 21, 1998",Unknown,Konami,Unknown,Unknown,Game,30 min.,Unknown,14063.0,13986,259,1,11,87,6,33
9465,Break Blade 4: Sanka no Chi,7.87,"Action, Fantasy, Mecha, Military, Shounen",Broken Blade 4,ブレイク ブレイド 第四章 惨禍ノ地,Fourth Break Blade Movie.,Movie,1,"Oct 30, 2010",Unknown,KlockWorx,Sentai Filmworks,"Production I.G, Xebec",Manga,49 min.,R - 17+ (violence & profanity),711.0,2178,53440,31,516,45412,311,194
9467,Kanojo ga Mimai ni Konai Wake,6.33,"Hentai, Drama",Unknown,彼女が見舞いに来ない理由,,OVA,3,"Nov 19, 2010 to Jun 21, 2013",Unknown,"T-Rex, Cotton Doll",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,6293,5355,22,648,2773,310,251
9471,Baka to Test to Shoukanjuu: Matsuri,7.62,"Comedy, School, Super Power",Baka & Test - Summon the Beasts OVA,バカとテストと召喚獣 ～祭～,OVA of Baka to Test to Shoukanjuu which was announced to be released before the start of the second series.,OVA,2,"Feb 23, 2011 to Mar 30, 2011",Unknown,"Lantis, Media Factory, Enterbrain, Cospa, Kadokawa Contents Gate, T.O Entertainment, Hakuhodo DY Media Partners",Funimation,SILVER LINK.,Light novel,29 min. per ep.,PG-13 - Teens 13 or older,1211.0,1305,109227,118,1496,91635,769,548
9479,Coppelion,6.48,"Action, Sci-Fi, Seinen",Coppelion,コッペリオン,"In 2016, a meltdown of a nuclear power plant creates a big catastrophe in Tokyo. 20 years later, the city has become a ghost town due to the high levels of radiation. From that area a distress signal is received. The Self Defense forces dispatch three girls from the special unit Coppelion to search for survivors. But why aren't they wearing any protection against radiation? (Source: MU, edited)",TV,13,"Oct 2, 2013 to Dec 25, 2013",Fall 2013,Starchild Records,VIZ Media,GoHands,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5970.0,1331,106260,208,6363,52779,6028,14907
9486,Ikusa Otome Valkyrie Specials,5.68,Hentai,Unknown,戦乙女ヴァルキリー,,Special,2,"Dec 24, 2004 to Jan 28, 2005",Unknown,Himajin Planning,Unknown,Unknown,Visual novel,1 min. per ep.,Rx - Hentai,,9251,1700,3,113,800,89,100
9487,Hitou Meguri Kakure Yu,6.07,Hentai,Unknown,秘湯めぐり 隠れ湯,,OVA,2,"Dec 3, 2010 to Feb 25, 2011",Unknown,Mary Jane,Unknown,Unknown,Visual novel,14 min. per ep.,Rx - Hentai,,5789,6622,25,609,3419,337,250
9488,Cencoroll Connect,7.25,"Action, Sci-Fi",Unknown,センコロール,The sequel to Cencoroll .,Movie,1,"Jun 29, 2019",Unknown,Aniplex,Aniplex of America,Unknown,Original,1 hr. 15 min.,PG-13 - Teens 13 or older,2555.0,3000,29639,47,436,5083,187,82
9491,Katsugeki Shoujo Tanteidan,4.67,"Action, Comedy, School",Unknown,活劇少女探偵団,Our heroine has been kidnapped and her two somewhat ditzy friends decided to save her in a war machine they found in her house. Unfortunately they have little idea of how it works so let the random destruction begin. (Source: AniDB),OVA,1,"Nov 25, 1986",Unknown,Japan Home Video,Unknown,TMS Entertainment,Original,26 min.,G - All Ages,10864.0,9551,1509,1,61,843,18,31
9493,Dororon Enma-kun Meeramera,6.53,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi",Ghastly Prince Enma Burning Up,Dororonえん魔くん メ〜ラめら,"he Demon Patrol: a hotheaded demon prince; a sultry, half-naked ice princess; a lusty frog-demon spy; a talking wizard hat... and one little girl. This rag-tag group has been charged with the protection of Earth from a multitude of demons who would love nothing more than to bring their world crashing down around them. They'll face off against a vengeful squid, a somnambulant kitty cat, a pot full of snakes, a night-stalking deciduous, a hater of crotches, and even a literal butthead! Descend into an unreality filled with pratfalls, lewd behavior, and enough obscure cultural jetsam to drown us all! (Source: NIS America)",TV,12,"Apr 8, 2011 to Jun 24, 2011",Spring 2011,"Mainichi Broadcasting System, Dynamic Planning","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,R - 17+ (violence & profanity),5738.0,4106,15493,21,980,5796,916,1991
9494,Soukyuu no Fafner: Arcadian Memory,6.55,"Action, Military, Sci-Fi, Drama, Mecha",Fafner of the Blue Sky:Arcadian Memory,蒼穹のファフナー Arcadian Memory,Two OVA that summarize the series.,OVA,2,"Nov 2, 2005 to Jan 12, 2006",Unknown,King Records,Unknown,Xebec,Unknown,32 min. per ep.,PG-13 - Teens 13 or older,5607.0,8138,2625,1,96,1037,40,102
9495,Inochi no Chikyuu: Dioxin no Natsu,6.47,Drama,The Summer of Dioxin,いのちの地球 ダイオキシンの夏,"This film was based on the Seveso disaster. A real-life industrial accident that occurred around 12:37 pm on July 10, 1976, in a small chemical manufacturing plant owned by ICMESA where there was a release of 6 tonnes of chemicals from pressure tank, including 1 kg of dioxin. The tank's release sent the chemicals in nearly 7 sq miles. Within days a total of 3,300 animals, mostly poultry and rabbits, were found dead. Thousands of inhabitants in the town were exposed, many suffering from skin lesions and chloracne. The plant's company did not notify the public nor the government for over a week that deadly dioxin had been leaked, and it took another week until evacuation occurred. 2 weeks worth of poisoning caused long-term health issues for residents. At the time abortion was illegal in Italy but the government temporary authorized it for the women in fear of severe birth defects. The issues continued to compound when a governing body contracted a company to dispose of the waste barrels. The contractors illegally dumped the waste in northern France and had a notary falsify documents saying that the waste was properly disposed of. This was only discovered thanks to a Swiss intervention. The disaster helped improve industrial safety regulations which were passed in 1982 called the Seveso Directive to prevent future accidents across Europe. The anime follows a group of friends Giulia, Maria, Enrico, Lucio and Angelon during the disaster as they team up with a Japanese journalist Shiro Ando, and begin their own investigation of what's occurring (during the week long period of exposure when the ICMESA refused to notify citizens of the poison). As many animals are dying and people are getting sick. The children and Shiro discover deadly dioxin was released and inform Enrico's father, the town mayor, who evacuates all the citizens. Shiro continues investigating more and learns of the negligence of La Roche, a company who controls ICMESA. La Roche knew they were in violating of existing safety laws/protocols and destroyed evidence of their crimes. The children attend a press conference to ruin La Roche's reputation as the destroyed proof might not be enough in a court of law to punish them. Giulia's pregnant sister, who opted to not abort, gave birth to a healthy girl. The happiness is short lived, as the baby prematurely dies from dioxin poisoning.",Movie,1,"Aug 18, 2001",Unknown,Magic Bus,Unknown,Unknown,Unknown,1 hr. 23 min.,Unknown,6068.0,10842,841,1,26,268,17,43
9496,Itoshi no Betty Mamonogatari,6.51,"Fantasy, Romance, Seinen",Unknown,愛しのベティ 魔物語,"devil-girl with the face of an angel and a heart of gold, blond Betty falls in love with an earthbound gangster, Danpei Kimogawa, when they meet in a rainstorm. They end up living together in a Tokyo highrise apartment, though Danpei has trouble coping with his new witch and demon in-laws dropping in at inopportune moments. Betty has actually been sent to the human world on a mission to defeat the demon Lutan. While Betty continues her task, her skeletal grandmother sends nubile nymphs to tempt Danpei and see if he is suitable husband material. (Source: The Anime Encyclopedia)",Movie,1,"Jul 19, 1986",Unknown,Big Bang,Unknown,Unknown,Manga,55 min.,R+ - Mild Nudity,14646.0,13021,350,0,20,93,7,38
9498,Naniwa Yuukyouden,6.51,"Action, Comedy",Unknown,なにわ遊侠伝,"Taido Kaimon is the leader of the Kinshu Group ganster syndicate in Kansai region. His gang is a cluster of wisecracking madmen, eternally running into trouble with the law, each other, and the local girls who give as good as they get. (Source: The Anime Encyclopedia)",OVA,1,"Mar 13, 1992",Unknown,Unknown,Unknown,Toei Animation,Unknown,1 hr.,R+ - Mild Nudity,15771.0,13901,265,0,19,73,5,35
9499,Dokushin Apartment Dokudami-sou,5.52,"Slice of Life, Comedy, Ecchi, Seinen",Unknown,独身アパートどくだみ荘,Based on the manga by Takashi Fukutani.,OVA,3,"Dec 1, 1989 to Apr 1, 1990",Unknown,Nichiei Agency,Unknown,"Takahashi Studio, Suna Kouhou",Manga,55 min. per ep.,R+ - Mild Nudity,9614.0,10307,1067,5,79,364,42,65
9500,Starlight Scramble Renai Kouhosei,6.51,"Action, Romance, Sci-Fi",Unknown,スターライトスクランブル 恋愛候補生,"In the near future, during the colony war, a girl was save by a little boy when a space station was attacked by terrorists in which the girl lost her parents. A few years later, the girl joined her grandfather's military school. There she met a young man that looked similar to the boy who saved her... but just when she was prepared to enter the school compound, she sees a 'terrorist' lurking around which is actually a terrorist demo under the school command and so the story begins... (Source: AniDB)",OVA,2,"Nov 28, 1998 to Feb 28, 1999",Unknown,Unknown,Unknown,Unknown,Game,30 min. per ep.,Unknown,12242.0,12999,354,0,23,81,12,35
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),6.51,"Adventure, Fantasy, Historical",Unknown,그리스 로마 신화-올림포스 가디언,Korean animated full-feature film about the gods in ancient Greece. It was created to teach young people about ancient Greece and its myths.,Movie,1,"Jul 28, 2005",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 27 min.,G - All Ages,14194.0,12784,377,0,19,141,10,37
9502,Egao no Hana,5.75,"Music, Kids",Unknown,えがおのはな,Song by Ueno Juri used as a featured song for the NHK daily music segment program Minna no Uta in June and July 2010. (Source: AniDB),Music,1,"Jun 1, 2010",Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,8995.0,10709,888,1,8,748,3,24
9503,Hokenshitsu de Aimashou,5.07,Hentai,Unknown,保健室で逢いましょう,,OVA,1,"Aug 27, 1999",Unknown,Allure,Unknown,Unknown,Unknown,44 min.,Rx - Hentai,,11140,744,0,61,239,36,81
9504,Sakura no Mori,5.25,Hentai,Unknown,櫻の杜,,OVA,2,"Jul 30, 1999 to Aug 27, 1999",Unknown,Allure,Unknown,Unknown,Visual novel,51 min. per ep.,Rx - Hentai,,11893,550,0,52,173,27,68
9506,Prism Magical: Prism Generations!,5.1,"Comedy, Ecchi, Magic",Unknown,プリズム☆ま～じカル PRISM Generations!,"* An exclusive OVA produced for PAJAMAS SOFT 10th Anniversary-Project Prism Magical: Prism Generations! and included with the professional package of the game. There is a small town on the sea. Raika just enjoys his school life with Ibuki, his old friend, and Yuri, his maid. However, his father is actually a magical girl (?). Also, a group of magical girls come to his school to look for a treasure stone called Mana Prism. Though he doesn't want to wear a girl's costume, he is forced to be a magical girl as well! ""Come back, my peaceful life!"" To save his school, his battle against the magical girls starts now! (Source: AniDB)",OVA,1,"Aug 27, 2010",Unknown,Studio G-1Neo,Unknown,Asahi Production,Visual novel,16 min.,R+ - Mild Nudity,10496.0,8225,2559,2,75,1509,43,67
9507,Binetsu: Yakusoku no Toki,5.15,Hentai,Unknown,微熱 ～約束のとき～,,OVA,1,"May 5, 2000",Unknown,Unknown,Unknown,Unknown,Unknown,30 min.,Rx - Hentai,,11386,670,0,53,274,26,81
9509,Yami no Purple Eye,4.8,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",Purple Eyes in the Dark,闇のパープル・アイ,Based on a shoujo manga written and illustrated by Shinohara Chie serialised in Shoujo Comic. The original story follows the struggles of a teenage girl after she finds herself turning into a lycanthropy-leopard and having to battle her newly found predatory instincts. In 1987 an animated music video of 30 minutes length was made based on the award winning manga. (Source: AniDB),Music,1,1987,Unknown,Youmex,Unknown,Toei Animation,Manga,31 min.,PG-13 - Teens 13 or older,10772.0,9773,1379,1,45,705,17,47
9510,Mitsudomoe Zouryouchuu!,7.71,"Slice of Life, Comedy, School",Unknown,みつどもえ増量中！,Second season of Mitsudomoe.,TV,8,"Jan 9, 2011 to Feb 27, 2011",Winter 2011,"Lantis, Cospa, Studio Mausu",Unknown,Bridge,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1010.0,2544,39781,90,1098,30541,641,654
9513,Beelzebub,7.91,"Action, Comedy, Demons, Supernatural, School, Shounen",Beelzebub,べるぜバブ,"Ishiyama High is a school populated entirely by delinquents, where nonstop violence and lawlessness are the norm. However, there is one universally acknowledged rule—don't cross first year student Tatsumi Oga, Ishiyama's most vicious fighter. One day, Oga is by a riverbed when he encounters a man floating down the river. After being retrieved by Oga, the man splits down the middle to reveal a baby, which crawls onto Oga's back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord! As if finding the future Lord of the Underworld isn't enough, Oga is also confronted by Hildegard, Beel's demon maid. Together they attempt to raise Baby Beel—although surrounded by juvenile delinquents and demonic powers, the two of them may be in for more of a challenge than they can imagine.",TV,60,"Jan 9, 2011 to Mar 25, 2012",Winter 2011,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,Manga,24 min. per ep.,PG-13 - Teens 13 or older,663.0,280,462977,4948,41167,252852,33184,34022
9515,Highschool of the Dead: Drifters of the Dead,6.64,"Comedy, Ecchi, Supernatural",Unknown,学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,"fter escaping the zombie-infested mainland, Takashi Komuro and the gang find themselves on a remote island off the coast of Tokonosu City. While scavenging around the island for supplies, they encounter a small seaside shack that provides them with clothing and a place to rest for the night. After a day's work of collecting food, they begin to cook what they have gathered. As they wait beside the campfire, a light haze begins to form around them and makes them nauseous. Confirming it to be caused by hydrangeas—a type of poisonous plant that can cause hallucinations—the group attempts to escape from the powerful odor.",OVA,1,"Apr 26, 2011",Unknown,Showgate,Sentai Filmworks,Madhouse,Manga,16 min.,R+ - Mild Nudity,5175.0,599,242026,373,2579,216089,816,783
9518,Ichigo Ichie: Kimi no Kotoba,6.51,"Slice of Life, Comedy, School",Unknown,一期一会～キミノコトバ～,No synopsis has been added for this series yet. Click here to update this information.,TV,13,"Oct 24, 2010 to Jan 30, 2011",Fall 2010,Four Some,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,14571.0,12353,459,0,26,99,16,49
9519,Medaka no Gakkou,6.51,Comedy,Unknown,めだかの学校,"daka is a high school student. She wants to be a doctor, and she’s just transferred to Tanaka Private School on the recommendation of her parents. But she finds that his school looks a bit strange. For example, Pochi is such a smart student who always gets full marks, but he is a dog. And there are other classmates: Nekoko, a cat, who thinks of Pochi as a rival, Misa, a five-years-old girl. Of course, her home room teacher, Mr. Tanaka, is not normal. His face is ... A fish?! (Source: AnimeNfo)",OVA,5,"Apr 10, 2001 to Feb 26, 2005",Unknown,Office AO,Unknown,Unknown,Manga,14 min. per ep.,PG - Children,15495.0,11168,741,0,39,187,14,44
9520,Zero Tester,6.51,"Action, Sci-Fi, Adventure, Mecha",Unknown,ゼロテスター,"series of space accidents turn out to be the work of the Armanoid aliens, who plan to conquer Earth. Professor Tachibana gathers a team around him at the Future Science Invention Center and prepares five state-of-the-art vehicles for Shin, Go, Lisa, and Captain Kenmotsu. Three of the Tester vehicles combine to make the giant Zero Tester robot, which successfully sees off the Armanoid invasion in 38 episodes. The rest of the series, retitled ZT: Save the Earth! (Chikyu wo Mamotte!) , was aimed at a younger age group and featured an attack by the new Gallos aliens.",TV,38,"Oct 1, 1973 to Jun 17, 1974",Fall 1973,Tohokushinsha Film Corporation,Unknown,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,13095.0,11921,541,2,33,115,30,94
9521,Tie Shan Gongzhu,5.53,"Action, Adventure, Fantasy",Unknown,鐵扇公主,"Tang Sanzang and his three protectors—Sun Wukong, Zhu Bajie, and Sha Wujing—are journeying far to the west when they encounter ""Fire Mountain."" The flames of Fire Mountain are so ferocious that no man dares to brave its scorching flames; unfortunately, there is no other path to their destination. A local villager informs Tang Sanzang that Princess Iron Fan owns a magical fan that can quench the mountain's fire. However, she is also unlikely to give it to them, as Sun Wukong previously angered her husband, the Bull Demon King. Unwilling to give up their journey, the three protectors must use their shape-shifting powers and formulate a plan to steal the magical fan from the grasp of the princess.",Movie,1,"Jan 1, 1941",Unknown,Unknown,Unknown,Unknown,Other,1 hr. 13 min.,G - All Ages,9591.0,10988,790,0,34,379,13,69
9522,Zero Tester: Chikyuu wo Mamore!,6.51,"Action, Adventure, Mecha, Sci-Fi",Unknown,ゼロテスター 地球を守れ!,No synopsis has been added for this series yet. Click here to update this information.,TV,28,"Jun 24, 1974 to Dec 30, 1974",Summer 1974,Unknown,Unknown,Sunrise,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,13088.0,12871,366,1,31,96,12,85
9523,Minori Scramble!,6.24,Comedy,Unknown,みのりスクランブル!,"Tamaki is an elementary school girl. Her father Dr. Yagiyama loves penguins and his excessive lectures about penguins makes Tamaki hate them. In order to get rid of her hatred of penguins, he engineers the penguin-roid ""Minori"". Tamaki and Minori run about the neighborhood to solve troubles caused by her father.",OVA,1,"Feb 15, 2012",Unknown,Aniplex,Unknown,ufotable,Manga,39 min.,G - All Ages,7158.0,7824,2981,0,63,1829,41,65
9525,Junod,6.24,"Historical, Drama",Dr. Junod,ジュノー,"and Yuko, two junior high school students are visiting Hiroshima Peace Memorial Park on a school trip when they come upon a monument dedicated to Dr. Marcel Junod standing forlornly in a corner of the park. They wonder who Dr. Junod was and what he did. Just then they are bathed in a strange light and transported back to Europe, more than 70 years before. It is 1935. The young Dr. Junod, who has been working in a hospital in Mulhouse, France, is heading to Ethiopia as a delegate of the ICRC. Time travelers Mii and Yuko set off along Dr. Junod's path of hardship and turmoil. In Ethiopia, Dr. Junod witnesses attacks on Red Cross workers and the use of poison gas. One after another people are felled. The young doctor sees firsthand the horrors of war, but buoyed by an indomitable spirit he willingly offers a helping hand to those who are suffering as a result of the war. Dr. Junod's work takes him from Ethiopia to Spain and across the European battlefields of World War II. He works to improve the treatment of prisoners of war and arranges prisoner exchanges. He establishes a method for prisoners and their families to write to each other. He secures routes for the delivery of relief supplies. As a humanitarian, Dr. Junod offers moral support to the weak. Seeing that, Mii and Yuko reflect on their own lives and problems. (Source: Official website)",Movie,1,"May 11, 2010",Unknown,Unknown,Unknown,Studio Hibari,Original,1 hr. 4 min.,PG-13 - Teens 13 or older,7162.0,11663,604,0,31,201,15,37
9526,Wolf Guy,5.42,"Action, Military, Sci-Fi",Unknown,ウルフガイ,"kira lnugami is infected with a terrible poison. The only known antidote has an unfortunate side effect-it turns him into a werewolf. He opts for survival but then has to cope with his new desires and with the attention of the military, which is in terested in using his affliction for its own purposes. (Source: The Anime Encyclopedia)",OVA,6,"Dec 17, 1992 to Jun 21, 1993",Unknown,Unknown,Unknown,J.C.Staff,Manga,26 min. per ep.,R - 17+ (violence & profanity),9879.0,10344,1052,2,47,297,32,67
9528,Transformers Superlink Special,5.88,"Sci-Fi, Adventure, Kids, Mecha, Shounen",Unknown,トランスフォーマー スーパーリンク,"Episode 43.5, ""Distribution"", is a comedic special show which commemorates 500 episodes of Transformers in Japan (however, since that total includes assorted Japanese series, the west is still some distance away from this number). When aired in Japan, it did not air in the usual timeslot for Superlink, and is not in any sort of chronological order - It features the Autobots playing a video game training simulator, which they certainly do not have time to do between episodes 42 and 44. (Source: Wikipedia)",Special,1,"Nov 3, 2004",Unknown,Unknown,Unknown,Actas,Unknown,24 min.,PG-13 - Teens 13 or older,8584.0,11159,741,2,21,425,19,51
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.26,Adventure,Unknown,手塚治虫物語 ぼくは孫悟空,"semi autobiography of Tezuka Osamu. Son-Gokuu is a monkey who was born from a stone and is endowed with magical powers. He gets carried away and goes on a rampage until at last Buddha confines him within Mt. Gogyo. Saved by Sanzohoshi, Son-Gokuu accompanies him on a journey to India. But on their way, monsters lie in wait for them. (Source: BakaBT)",Special,1,"Aug 27, 1989",Unknown,Tezuka Productions,Unknown,Unknown,Manga,1 hr. 9 min.,G - All Ages,7065.0,11640,607,1,34,300,8,37
9533,Pururun! Shizuku-chan Aha,6.51,"Comedy, Kids",Unknown,ぷるるんっ! しずくちゃんあはっ☆,Second season of Pururun! Shizuku-chan.,TV,51,"Oct 7, 2007 to Sep 28, 2008",Fall 2007,Unknown,Unknown,TMS Entertainment,Manga,24 min. per ep.,Unknown,11649.0,14499,224,2,12,60,7,51
9535,Gongitsune,6.28,Adventure,Unknown,ごんぎつね,"Gongitsune is a famous Japanese children's story about the life of a little fox called Gon. The story is considered the masterpiece of Nankichi Niimi, also sometimes known as the Hans Christian Andersen of Japan. Gon is a little fox. Looking for food he comes to a little village where he repeatedly steals food and creates other mischief, constantly evading the angry villagers. (Source: AniDB)",Movie,1,"Mar 16, 1985",Unknown,Aikikaku Center,Unknown,Unknown,Picture book,1 hr. 15 min.,PG - Children,6995.0,10947,807,0,23,241,17,47
9536,Robin-kun to 100 nin no Otomodachi,6.51,"Comedy, Kids",Robin with his 100 Friends,ロビンくんと100人のお友達,"obin, a boy who likes to invent something alone, decides to make a lot of friends when he has to move from downtown to ""Green Village"". At the stage of ""Green Village"" which is set the newest environment system for nature, each episode has a lot of questions about "" true ecology"" and ""true friends"" through the activities of Robin and his 100 friends. (Source: Official Website)",ONA,13,"Oct 11, 2010 to Jan 3, 2011",Unknown,"Sony Music Entertainment, PansonWorks",Unknown,Unknown,Unknown,6 min. per ep.,G - All Ages,11717.0,13995,258,0,19,88,9,52
9539,Cardfight!! Vanguard,7.04,"Action, Game, Adventure, Demons, Shounen",Cardfight!! Vanguard,カードファイト!! ヴァンガード,"Cardfight!! Vanguard features a world where the game Cardfight!! Vanguard is becoming the latest craze among trading card games, becoming a part of everyday life for people all over the world. The game is not limited to Earth alone; battles between the creatures used by the players take place on another planet called Cray. The story begins with Aichi Sendou, a timid middle schooler whose meek attitude often leaves him a target for bullies. Aichi was given a very rare card, ""Blaster Blade"", when he was very young. It's his one treasure that gives him hope. That is, until it gets taken from him. Although Aichi has never played Cardfight!! Vanguard before, he challenges the thief to a game in order to win the ""Blaster Blade"" back. This high-stakes game quickly draws Aichi into the world of Vanguard battles, which will test and change his worth as both a player and a person.",TV,65,"Jan 8, 2011 to Mar 31, 2012",Winter 2011,"Dentsu, Sotsu, Sakura Create, Bushiroad",Unknown,TMS Entertainment,Original,24 min. per ep.,PG-13 - Teens 13 or older,3481.0,2466,42692,295,3021,24668,2439,4606
9540,Bucket de Gohan,6.51,Comedy,Unknown,バケツでごはん,"The animals at Uenohara Zoo love their jobs, and their jobs involve acting like animals when human beings are watching and getting on with very human lives when they're not. Paramount among them is Ginpei the penguin, who is eternally getting into trouble with the giraffes, lions, and pandas. (Source: Anime Encyclopedia)",TV,20,"Jan 8, 1996 to Jun 24, 1996",Winter 1996,"Yomiuri Telecasting, Magic Bus",Unknown,Unknown,Unknown,25 min. per ep.,Unknown,13503.0,13817,270,1,13,84,6,57
9542,Puttsun Make Love,6.51,"Comedy, Ecchi, Romance",Unknown,ぷッつんメイクLOVE,Based on the manga by Amamiya Jun.,OVA,6,"Aug 14, 1987 to Jun 24, 1988",Unknown,"Toei Video, Agent 21",Unknown,Unknown,Unknown,25 min. per ep.,R+ - Mild Nudity,11637.0,12492,431,0,30,106,12,50
9544,Biohazard: Damnation,7.21,"Action, Sci-Fi, Horror",Unknown,バイオハザード ダムネーション,"United States Special Agent Leon S. Kennedy sneaks into a small Eastern European country to verify rumors that Bio Organic Weapons (B.O.W.s) are being used in war. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the B.O.W.s. (Source: IMDB)",Movie,1,"Sep 15, 2012",Unknown,"Sony Pictures Entertainment, Capcom",Unknown,Digital Frontier,Game,1 hr. 37 min.,R - 17+ (violence & profanity),2711.0,3679,19840,42,213,16447,83,90
9545,Elf Hime Nina,6.44,"Fantasy, Hentai, Supernatural",Unknown,エルフ姫ニィーナ,,OVA,3,"Oct 29, 2010 to May 16, 2012",Unknown,Pixy,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,,6504,4963,19,465,2751,224,181
